Record_ID,Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Exam_Score
1583,20,62,No,8,1,3,65
1584,23,78,Yes,6,0,5,70
1585,24,67,Yes,4,1,2,67
1586,21,79,Yes,8,3,3,67
1587,18,93,Yes,5,0,3,70
1588,15,98,No,8,2,2,69
1589,21,85,No,10,2,2,68
1590,14,74,No,5,1,3,66
1591,2,84,No,8,3,4,62
1592,23,72,Yes,6,2,4,67
1593,25,96,Yes,9,2,4,71
1594,6,95,Yes,7,4,2,68
1595,14,82,Yes,7,3,2,66
1596,24,73,Yes,9,0,3,64
1597,32,72,Yes,8,1,4,71
1598,20,61,Yes,6,1,4,61
1599,16,93,No,10,2,2,67
1600,19,78,Yes,5,3,4,65
1601,28,73,Yes,7,0,6,66
1602,16,79,Yes,6,2,4,68
1603,15,93,No,5,0,2,66
1604,17,65,No,5,2,4,63
1605,14,94,Yes,7,1,3,66
1606,21,96,No,8,1,2,73
1607,30,98,Yes,9,1,3,88
1608,22,76,No,9,0,4,67
1609,18,69,Yes,7,2,2,69
1610,18,75,Yes,6,2,3,67
1611,11,73,Yes,9,1,2,64
1612,25,67,Yes,6,0,2,64
1613,20,84,No,5,1,2,65
1614,19,79,No,8,1,2,68
1615,39,95,Yes,9,2,3,77
1616,22,61,Yes,6,0,2,63
1617,15,86,Yes,10,0,5,69
1618,17,91,Yes,8,3,2,69
1619,27,90,No,8,2,3,70
1620,21,95,Yes,6,1,4,73
1621,11,89,Yes,9,1,3,66
1622,26,97,No,5,2,3,71
1623,16,73,Yes,6,2,5,66
1624,31,80,Yes,6,2,3,71
1625,26,61,Yes,5,3,2,66
1626,17,60,Yes,8,0,4,63
1627,28,70,Yes,8,5,5,70
1628,20,64,Yes,8,1,2,66
1629,25,70,No,7,1,4,66
1630,23,67,No,8,2,4,66
1631,15,61,No,7,1,3,62
1632,16,96,No,6,1,3,69
1633,26,60,Yes,6,1,1,63
1634,18,89,Yes,4,1,2,68
1635,18,66,No,9,1,3,64
1636,14,96,Yes,9,2,3,69
1637,23,96,Yes,10,3,3,71
1638,32,86,Yes,6,2,4,71
1639,14,87,No,6,1,4,66
1640,20,60,Yes,4,2,3,63
1641,28,99,Yes,8,0,2,72
1642,20,95,Yes,8,1,3,70
1643,23,96,No,9,0,2,71
1644,14,86,Yes,6,3,3,65
1645,23,74,Yes,8,0,4,65
1646,19,96,No,6,1,2,67
1647,26,72,No,9,0,3,68
1648,27,83,Yes,8,3,4,70
1649,36,64,Yes,5,2,2,70
1650,23,97,Yes,7,2,3,72
1651,22,66,No,4,1,5,65
1652,21,69,Yes,5,2,3,65
1653,18,82,Yes,5,3,4,71
1654,22,91,Yes,6,3,4,74
1655,18,85,No,7,0,4,64
1656,21,69,No,7,1,4,64
1657,28,60,Yes,7,3,3,65
1658,14,90,Yes,7,1,5,67
1659,27,99,No,7,2,3,73
1660,28,92,No,5,1,3,72
1661,19,78,No,7,0,3,65
1662,7,96,No,9,0,4,67
1663,16,76,Yes,7,2,3,66
1664,28,81,Yes,8,0,3,70
1665,20,79,No,8,2,3,66
1666,14,78,Yes,8,1,1,66
1667,17,91,Yes,7,3,3,68
1668,25,81,Yes,8,3,4,68
1669,23,73,No,8,0,4,67
1670,19,70,Yes,8,1,3,65
1671,18,62,Yes,8,4,4,64
1672,18,83,No,5,1,2,70
1673,14,69,No,5,0,3,63
1674,30,66,No,6,2,2,65
1675,18,86,Yes,9,4,2,67
1676,27,87,Yes,7,3,5,71
1677,29,90,Yes,7,1,4,73
1678,26,80,No,4,1,3,67
1679,17,96,Yes,7,2,3,72
1680,22,97,No,7,2,0,71
1681,20,92,Yes,4,0,4,72
1682,15,85,Yes,7,1,3,68
1683,22,72,Yes,5,2,3,65
1684,13,99,No,6,1,4,68
1685,27,71,No,8,1,4,67
1686,17,68,No,7,1,4,66
1687,21,78,Yes,6,0,1,64
1688,22,62,No,6,3,3,65
1689,18,99,No,6,0,3,69
1690,24,84,Yes,7,2,2,68
1691,17,82,No,5,3,4,69
1692,25,86,Yes,9,1,3,70
1693,12,80,No,5,1,4,65
1694,21,61,No,4,2,3,63
1695,32,84,Yes,8,1,3,71
1696,14,89,Yes,6,0,2,68
1697,16,77,Yes,7,5,3,70
1698,23,90,Yes,8,2,3,72
1699,21,69,Yes,6,3,1,64
1700,22,69,No,7,0,2,64
1701,23,66,Yes,8,2,2,66
1702,24,75,Yes,9,0,3,69
1703,27,94,No,6,2,2,71
1704,22,93,Yes,6,0,3,69
1705,19,75,No,8,1,3,67
1706,24,84,Yes,7,0,3,66
1707,31,89,No,7,2,2,71
1708,19,70,Yes,9,2,2,63
1709,14,67,No,4,0,4,62
1710,27,99,No,5,0,4,73
1711,19,85,No,4,1,3,66
1712,7,99,Yes,9,3,2,72
1713,25,74,Yes,8,1,2,67
1714,17,88,No,5,0,3,65
1715,19,69,Yes,7,2,4,66
1716,22,70,Yes,7,3,2,68
1717,21,80,Yes,4,1,4,69
1718,24,73,Yes,7,0,3,68
1719,17,67,Yes,5,0,2,61
1720,23,71,Yes,8,3,2,68
1721,18,61,Yes,5,3,3,64
1722,24,88,Yes,7,1,3,67
1723,24,80,Yes,9,3,3,68
1724,14,64,No,8,1,4,61
1725,27,67,No,8,1,3,66
1726,17,64,Yes,7,2,2,64
1727,25,85,No,5,3,3,67
1728,22,64,No,6,2,4,64
1729,31,90,No,7,0,3,72
1730,19,61,No,7,2,3,62
1731,18,70,Yes,5,2,2,63
1732,20,96,No,8,1,4,70
1733,18,89,No,5,3,3,69
1734,25,63,Yes,9,3,2,64
1735,10,93,No,7,2,3,66
1736,14,80,Yes,8,3,4,67
1737,14,94,Yes,8,4,5,71
1738,26,84,Yes,10,0,1,70
1739,30,87,No,7,2,3,69
1740,19,100,No,6,0,3,68
1741,19,69,Yes,6,1,1,64
1742,20,85,Yes,9,3,3,70
1743,27,78,Yes,5,0,3,69
1744,14,62,Yes,6,0,2,63
1745,21,61,No,7,1,3,60
1746,26,65,No,7,2,4,65
1747,23,86,No,8,0,0,67
1748,21,83,No,5,1,4,66
1749,26,82,No,7,3,3,68
1750,4,61,Yes,7,0,1,58
1751,24,79,Yes,5,0,3,67
1752,16,97,Yes,8,0,4,68
1753,9,76,Yes,7,1,3,62
1754,23,85,No,7,2,3,69
1755,28,91,Yes,6,1,4,73
1756,19,91,No,6,2,4,66
1757,26,81,Yes,5,0,5,67
1758,30,94,No,8,1,4,71
1759,28,76,Yes,9,1,2,66
1760,30,96,Yes,10,0,4,74
1761,24,70,No,8,2,5,67
1762,20,71,No,6,2,2,68
1763,10,62,No,6,2,3,61
1764,19,92,No,8,2,2,69
1765,15,77,Yes,7,4,4,65
1766,33,69,Yes,7,2,2,71
1767,19,69,No,7,1,2,61
1768,21,96,Yes,9,0,3,70
1769,23,93,No,6,2,3,70
1770,20,82,Yes,9,1,3,69
1771,30,85,Yes,7,2,3,70
1772,16,79,Yes,6,4,4,67
1773,21,76,No,6,2,4,63
1774,16,97,No,7,1,3,70
1775,12,65,No,8,1,5,61
1776,16,77,Yes,6,1,1,64
1777,20,74,Yes,8,2,3,65
1778,17,80,No,6,1,1,65
1779,16,78,Yes,7,3,3,66
1780,12,81,Yes,5,1,3,66
1781,20,66,Yes,8,2,2,63
1782,11,81,Yes,7,3,2,66
1783,25,70,Yes,9,0,1,64
1784,20,67,No,8,3,4,65
1785,11,63,No,7,3,1,62
1786,18,91,Yes,9,4,5,71
1787,15,77,Yes,8,1,2,63
1788,22,85,No,9,0,3,70
1789,28,89,Yes,6,2,4,70
1790,9,87,No,8,1,3,65
1791,21,79,Yes,8,1,3,66
1792,19,76,Yes,5,2,4,66
1793,24,75,No,9,0,2,68
1794,21,86,No,5,1,3,68
1795,15,80,Yes,5,4,3,69
1796,18,94,Yes,4,3,3,71
1797,15,95,Yes,8,2,1,69
1798,26,67,Yes,5,0,2,68
1799,20,65,Yes,6,2,5,67
1800,31,85,No,8,2,3,72
1801,20,72,Yes,7,2,3,68
1802,16,61,Yes,6,0,4,60
1803,11,96,No,5,2,4,68
1804,9,69,Yes,7,1,2,65
1805,10,97,No,8,0,3,67
1806,22,89,No,8,4,3,70
1807,23,91,Yes,10,0,3,70
1808,11,68,No,6,3,2,61
1809,25,69,Yes,5,2,4,68
1810,17,81,No,7,1,3,67
1811,21,67,No,7,3,3,62
1812,30,72,No,7,0,4,66
1813,25,73,Yes,6,3,2,69
1814,18,66,Yes,4,2,4,66
1815,15,68,Yes,5,0,5,64
1816,7,92,No,8,1,4,66
1817,16,67,No,7,2,5,63
1818,19,61,Yes,8,1,3,62
1819,14,85,Yes,8,1,4,65
1820,19,99,No,8,0,2,68
1821,20,73,Yes,8,1,4,65
1822,19,65,Yes,7,1,4,63
1823,16,83,Yes,7,3,2,68
1824,21,96,Yes,4,2,2,72
1825,23,91,No,6,2,3,69
1826,13,85,No,6,1,5,66
1827,28,73,Yes,7,2,3,68
1828,19,82,No,6,1,2,64
1829,20,64,Yes,8,1,2,61
1830,24,87,No,6,0,2,67
1831,21,89,Yes,9,0,3,68
1832,26,99,No,6,2,3,74
1833,22,70,Yes,6,3,2,67
1834,16,61,Yes,6,2,3,64
1835,22,82,No,6,3,3,69
1836,13,88,Yes,9,0,3,63
1837,21,92,No,7,0,4,67
1838,20,68,Yes,7,1,3,65
1839,19,70,Yes,6,5,4,67
1840,19,81,No,7,1,5,68
1841,9,73,Yes,7,3,3,62
1842,17,94,Yes,7,1,3,70
1843,21,79,Yes,7,1,3,67
1844,21,92,Yes,9,2,5,89
1845,14,83,Yes,7,1,2,65
1846,28,91,Yes,5,2,2,69
1847,15,73,No,7,2,4,64
1848,26,93,No,6,6,4,74
1849,23,71,No,8,0,2,64
1850,16,82,No,7,0,2,64
1851,31,69,Yes,9,2,2,67
1852,13,79,Yes,6,2,4,63
1853,26,73,Yes,7,3,5,68
1854,26,71,Yes,5,0,5,66
1855,16,99,Yes,7,0,3,68
1856,28,66,No,5,1,1,68
1857,18,91,No,7,3,2,69
1858,22,99,No,7,3,3,71
1859,22,61,Yes,7,1,3,65
1860,19,88,Yes,8,2,4,67
1861,25,70,No,7,1,4,65
1862,25,62,No,5,0,4,65
1863,10,76,No,6,1,2,80
1864,28,97,Yes,7,2,2,74
1865,10,60,No,7,3,3,59
1866,26,84,No,7,2,3,69
1867,27,80,Yes,9,0,2,66
1868,13,95,Yes,7,1,2,66
1869,18,63,No,8,2,4,65
1870,13,87,Yes,4,3,3,67
1871,19,87,No,8,3,4,69
1872,18,87,Yes,10,2,3,68
1873,25,98,Yes,9,1,2,73
1874,28,93,Yes,6,1,2,71
1875,28,62,Yes,10,0,2,67
1876,17,79,Yes,7,1,3,67
1877,19,76,No,7,0,2,66
1878,10,72,No,7,3,4,63
1879,15,78,No,7,1,1,65
1880,26,75,Yes,4,2,1,67
1881,30,77,Yes,8,1,3,69
1882,13,99,Yes,7,1,2,67
1883,16,64,Yes,7,4,3,66
1884,20,97,Yes,7,2,4,74
1885,22,79,No,6,2,2,69
1886,15,85,Yes,7,0,4,66
1887,23,93,Yes,9,0,3,69
1888,17,74,Yes,8,1,2,63
1889,20,77,Yes,7,0,3,65
1890,23,76,No,7,1,4,64
1891,20,75,No,7,0,4,64
1892,17,97,Yes,6,2,2,69
1893,19,93,No,7,5,3,73
1894,19,64,Yes,8,1,3,62
1895,18,64,Yes,7,2,4,62
1896,18,77,Yes,6,0,2,68
1897,30,64,No,7,1,3,66
1898,23,85,Yes,8,2,1,68
1899,18,66,Yes,5,4,4,66
1900,24,81,Yes,6,3,3,69
1901,18,60,Yes,5,0,2,62
1902,27,73,No,7,2,4,68
1903,22,87,No,8,2,2,67
1904,19,79,No,9,1,4,65
1905,23,99,No,9,0,4,69
1906,11,95,No,6,2,3,67
1907,13,74,Yes,7,0,3,64
1908,13,62,Yes,6,3,3,62
1909,21,94,Yes,9,5,3,71
1910,30,96,Yes,9,0,3,72
1911,33,93,Yes,7,0,2,74
1912,24,65,No,6,1,2,66
1913,23,100,Yes,4,2,4,72
1914,9,70,No,5,1,4,65
1915,17,89,Yes,4,0,3,67
1916,15,96,Yes,5,2,2,70
1917,16,69,Yes,10,0,1,62
1918,19,96,Yes,5,0,2,66
1919,17,72,Yes,5,2,3,65
1920,8,99,Yes,6,2,4,70
1921,24,71,Yes,10,2,2,69
1922,14,98,Yes,7,3,3,70
1923,21,62,No,8,2,2,66
1924,32,88,Yes,7,1,4,73
1925,14,81,No,4,3,4,69
1926,5,79,Yes,9,3,3,66
1927,18,69,Yes,8,4,4,65
1928,27,88,No,7,2,4,70
1929,32,68,No,10,0,2,70
1930,13,82,No,6,2,4,67
1931,23,70,Yes,7,1,3,68
1932,17,98,Yes,6,1,2,68
1933,19,61,No,9,0,2,61
1934,36,68,Yes,8,2,3,70
1935,11,70,No,7,0,5,65
1936,22,77,Yes,5,3,2,66
1937,23,69,Yes,6,3,3,67
1938,27,80,Yes,5,3,3,69
1939,21,95,No,9,1,2,69
1940,22,88,Yes,5,1,2,67
1941,18,83,No,9,0,4,66
1942,22,64,Yes,9,1,2,63
1943,18,88,No,6,0,4,67
1944,24,67,Yes,6,0,1,64
1945,18,91,No,6,2,4,68
1946,22,70,Yes,8,2,2,65
1947,20,77,No,9,2,3,65
1948,27,74,Yes,9,1,3,65
1949,20,94,Yes,6,0,4,70
1950,9,65,Yes,9,1,3,62
1951,28,83,No,9,0,4,68
1952,15,66,Yes,7,0,3,62
1953,16,88,Yes,7,0,3,68
1954,16,96,Yes,9,0,5,72
1955,28,77,Yes,9,1,3,70
1956,7,80,No,9,3,3,62
1957,39,97,Yes,10,2,3,79
1958,26,81,Yes,8,2,1,73
1959,21,80,Yes,7,1,2,68
1960,20,83,Yes,9,0,2,68
1961,22,88,Yes,10,2,2,69
1962,23,64,Yes,6,1,2,63
1963,24,93,Yes,7,5,4,74
1964,23,77,Yes,5,2,5,69
1965,21,63,No,8,0,3,61
1966,19,91,Yes,8,4,2,69
1967,19,75,No,6,2,3,64
1968,19,64,Yes,9,2,4,63
1969,27,85,No,6,1,2,68
1970,24,95,Yes,6,2,3,72
1971,2,96,Yes,9,3,2,65
1972,24,98,No,6,2,4,69
1973,21,95,No,5,2,4,70
1974,20,60,Yes,8,1,4,63
1975,18,75,Yes,7,0,2,62
1976,27,93,Yes,9,1,2,72
1977,26,75,No,8,1,4,69
1978,15,84,No,4,2,3,66
1979,22,84,Yes,9,2,4,71
1980,14,75,No,10,2,3,62
1981,12,96,Yes,9,2,2,68
1982,16,80,No,9,0,2,63
1983,25,79,Yes,7,0,3,66
1984,26,100,Yes,6,1,3,75
1985,23,80,Yes,7,1,4,69
1986,24,67,No,8,2,3,68
1987,23,81,No,8,5,2,69
1988,16,93,No,6,2,4,67
1989,23,91,Yes,6,3,3,73
1990,25,92,Yes,5,1,1,71
1991,25,88,Yes,8,2,3,71
1992,27,70,No,6,2,2,68
1993,24,94,No,7,1,1,70
1994,22,96,Yes,10,1,3,71
1995,26,68,No,8,1,2,69
1996,20,65,No,7,3,4,63
1997,15,99,Yes,8,2,3,71
1998,19,95,Yes,9,2,3,69
1999,16,96,Yes,5,2,5,71
2000,16,95,No,6,2,3,68
2001,19,82,No,7,1,3,68
2002,15,86,No,6,0,3,66
2003,18,82,No,7,3,3,67
2004,9,62,Yes,5,0,5,59
2005,21,90,No,8,1,2,66
2006,20,80,No,6,0,3,64
2007,15,86,No,7,1,3,64
2008,24,80,Yes,7,0,4,69
2009,26,80,No,8,1,3,69
2010,10,67,No,4,3,3,61
2011,15,71,No,8,0,3,62
2012,15,66,No,7,2,3,61
2013,14,68,Yes,8,1,2,63
2014,25,99,No,5,2,4,71
2015,19,66,Yes,8,1,2,65
2016,18,71,Yes,9,1,4,68
2017,8,84,No,7,1,4,67
2018,24,84,Yes,6,2,1,70
2019,13,66,Yes,6,3,3,64
2020,20,92,No,8,0,3,71
2021,22,91,Yes,8,2,3,71
2022,28,69,No,8,0,3,67
2023,12,72,Yes,7,0,3,63
2024,2,98,Yes,7,2,1,66
2025,21,93,Yes,7,3,1,70
2026,31,88,No,6,2,4,70
2027,27,63,Yes,8,3,3,67
2028,21,77,No,7,3,3,69
2029,17,82,No,9,3,2,66
2030,25,67,No,9,1,3,67
2031,14,78,Yes,7,0,2,65
2032,23,84,Yes,8,1,3,72
2033,23,73,No,6,1,3,68
2034,26,91,Yes,7,3,3,72
2035,37,94,Yes,8,1,3,76
2036,22,73,Yes,5,4,3,65
2037,17,94,No,8,1,4,68
2038,20,64,Yes,6,3,4,65
2039,9,94,Yes,6,0,3,66
2040,16,66,No,6,7,2,63
2041,18,63,No,7,2,3,63
2042,17,86,Yes,5,2,2,66
2043,21,79,Yes,8,2,4,69
2044,15,96,Yes,7,3,1,72
2045,27,75,Yes,10,3,3,66
2046,20,71,Yes,7,2,4,64
2047,20,80,Yes,8,0,3,67
2048,18,78,Yes,6,1,5,67
2049,21,74,Yes,5,1,1,66
2050,25,88,Yes,8,2,2,68
2051,15,90,No,5,0,2,65
2052,16,94,Yes,8,2,3,71
2053,18,99,Yes,10,1,4,71
2054,12,71,Yes,8,1,2,62
2055,15,89,Yes,8,2,2,69
2056,17,76,No,7,4,2,65
2057,25,87,No,6,3,3,70
2058,22,79,Yes,7,2,2,66
2059,21,100,No,6,0,3,70
2060,25,89,No,5,2,2,70
2061,19,98,Yes,7,1,4,69
2062,22,93,Yes,9,2,3,71
2063,19,96,No,5,1,3,69
2064,22,93,No,9,2,2,73
2065,17,78,Yes,9,1,4,65
2066,5,70,Yes,8,3,3,62
2067,19,75,No,8,2,5,67
2068,29,61,Yes,7,1,3,65
2069,26,81,No,7,1,3,65
2070,26,80,Yes,6,0,2,70
2071,27,81,Yes,7,1,2,70
2072,21,99,Yes,7,0,4,71
2073,21,96,No,10,1,3,71
2074,16,66,Yes,8,1,4,62
2075,18,75,No,7,4,2,65
2076,24,77,Yes,7,3,2,84
2077,27,74,Yes,6,2,2,68
2078,19,92,Yes,6,3,1,70
2079,17,81,No,8,1,3,68
2080,20,83,No,6,2,4,67
2081,24,94,Yes,6,1,4,69
2082,11,92,Yes,6,2,1,68
2083,6,65,No,6,3,1,59
2084,17,89,Yes,9,0,2,67
2085,13,77,Yes,7,0,1,63
2086,17,72,Yes,7,1,4,65
2087,19,62,No,7,1,3,63
2088,17,79,No,7,1,3,64
2089,29,74,Yes,6,3,4,72
2090,22,70,Yes,5,1,3,63
2091,22,88,No,9,2,2,66
2092,24,91,Yes,8,0,2,67
2093,13,70,Yes,8,1,2,66
2094,26,62,Yes,8,2,3,66
2095,20,94,Yes,10,1,4,68
2096,24,60,No,6,1,5,66
2097,14,97,Yes,5,3,2,68
2098,11,85,Yes,8,2,4,65
2099,25,73,Yes,5,0,2,67
2100,22,70,No,7,0,3,64
2101,15,60,No,7,0,2,59
2102,15,69,Yes,8,0,3,60
2103,27,66,No,6,1,4,65
2104,13,84,Yes,9,0,4,64
2105,30,67,No,6,1,1,66
2106,15,81,Yes,8,0,2,65
2107,24,84,Yes,6,2,2,69
2108,18,72,Yes,8,0,4,66
2109,24,61,Yes,5,1,5,65
2110,17,61,No,7,1,4,62
2111,19,61,No,9,2,2,60
2112,20,90,No,7,4,4,68
2113,14,73,Yes,9,1,3,64
2114,24,92,No,7,0,3,73
2115,17,77,Yes,6,1,1,64
2116,19,78,No,7,2,4,69
2117,14,81,No,8,1,3,63
2118,5,89,Yes,4,2,3,65
2119,19,71,No,8,2,4,65
2120,34,65,Yes,6,0,3,67
2121,25,82,Yes,5,0,4,67
2122,20,73,No,8,1,3,66
2123,18,78,Yes,9,1,2,68
2124,20,86,Yes,7,1,2,65
2125,23,80,Yes,5,1,4,66
2126,13,85,Yes,6,2,1,66
2127,27,82,Yes,6,2,2,69
2128,24,90,No,7,2,2,70
2129,24,88,Yes,7,2,2,71
2130,23,81,No,8,4,3,70
2131,20,87,No,8,2,3,68
2132,24,95,Yes,8,2,2,73
2133,24,77,No,8,1,2,68
2134,18,77,Yes,7,2,4,66
2135,17,91,Yes,10,1,3,67
2136,21,83,Yes,8,2,4,66
2137,29,63,Yes,8,0,2,69
2138,13,96,No,10,1,3,67
2139,11,61,Yes,7,5,4,61
2140,21,90,No,6,2,3,70
2141,20,90,No,9,2,2,70
2142,21,98,Yes,9,3,3,70
2143,21,62,No,7,1,3,64
2144,19,84,No,10,0,3,65
2145,29,77,No,7,5,4,70
2146,10,73,Yes,8,1,2,62
2147,15,64,Yes,9,1,3,64
2148,19,83,Yes,7,1,3,67
2149,10,79,No,8,1,4,63
2150,19,64,Yes,9,0,3,62
2151,30,84,No,6,2,2,72
2152,20,90,No,6,3,2,69
2153,21,91,Yes,9,5,2,72
2154,12,96,Yes,7,2,2,68
2155,16,76,No,6,1,3,64
2156,18,98,Yes,7,3,1,72
2157,18,95,Yes,8,2,3,73
2158,28,72,Yes,5,5,2,67
2159,23,66,Yes,8,0,4,64
2160,13,77,Yes,8,3,3,65
2161,21,76,Yes,9,1,3,67
2162,23,83,Yes,7,3,2,68
2163,27,83,Yes,9,2,2,72
2164,29,90,Yes,7,1,3,71
2165,14,80,Yes,7,1,3,66
2166,15,64,No,7,0,3,59
2167,12,94,Yes,10,1,2,68
2168,19,72,Yes,5,3,2,64
2169,23,99,No,8,2,3,70
2170,26,65,Yes,7,4,3,65
2171,20,98,Yes,7,2,2,72
2172,18,64,No,8,3,3,66
2173,21,69,Yes,9,2,5,68
2174,15,62,No,8,1,3,62
2175,33,88,No,9,1,3,70
2176,10,94,Yes,7,3,3,70
2177,21,77,Yes,7,0,3,64
2178,32,97,Yes,5,1,5,76
2179,20,84,Yes,10,1,2,67
2180,19,85,No,7,2,3,69
2181,18,94,Yes,7,4,3,68
2182,19,72,Yes,8,1,2,67
2183,28,74,Yes,9,0,3,69
2184,7,96,Yes,6,2,1,67
2185,29,96,Yes,9,0,4,73
2186,11,99,Yes,7,4,3,71
2187,18,96,No,9,4,3,70
2188,17,65,Yes,6,1,3,65
2189,24,93,Yes,8,0,1,73
2190,10,76,Yes,7,1,4,65
2191,23,100,Yes,5,4,3,73
2192,32,79,Yes,5,0,3,70
2193,12,82,Yes,6,0,4,66
2194,21,81,Yes,8,3,5,66
2195,16,73,Yes,4,4,5,64
2196,23,63,Yes,8,2,5,68
2197,20,96,No,7,1,2,70
2198,16,92,Yes,4,6,3,72
2199,23,66,No,6,2,3,66
2200,31,91,Yes,6,2,3,74
2201,19,85,No,7,0,4,67
2202,24,76,Yes,9,2,2,71
2203,12,70,Yes,9,2,2,60
2204,14,94,No,6,3,3,68
2205,23,88,No,6,0,3,69
2206,29,82,No,5,2,3,74
2207,22,84,Yes,6,2,3,71
2208,18,64,Yes,6,0,4,63
2209,20,79,Yes,7,2,4,66
2210,12,68,No,7,1,4,65
2211,24,68,No,6,0,3,60
2212,25,86,Yes,6,3,3,69
2213,17,96,No,6,1,3,69
2214,17,76,Yes,6,2,4,67
2215,22,68,Yes,9,1,2,65
2216,17,86,Yes,8,1,4,70
2217,20,95,Yes,8,0,3,71
2218,33,90,Yes,9,3,6,73
2219,19,95,Yes,8,0,2,70
2220,18,81,Yes,9,1,2,67
2221,16,90,Yes,8,1,5,67
2222,24,66,No,7,0,2,65
2223,19,74,Yes,6,2,3,69
2224,16,76,Yes,6,1,1,65
2225,28,80,Yes,8,1,3,68
2226,29,97,No,7,0,3,74
2227,16,95,Yes,5,0,3,68
2228,9,65,No,4,1,3,61
2229,26,67,Yes,10,3,3,67
2230,16,74,Yes,6,1,4,66
2231,25,72,Yes,6,8,4,69
2232,8,85,Yes,9,1,3,62
2233,25,96,Yes,5,0,4,71
2234,13,98,Yes,8,1,4,71
2235,24,86,Yes,10,0,4,72
2236,20,94,Yes,10,1,5,69
2237,14,81,No,6,6,3,67
2238,18,68,No,7,1,4,63
2239,24,81,Yes,6,1,4,68
2240,21,82,Yes,7,0,2,69
2241,24,90,Yes,9,0,3,65
2242,32,69,Yes,5,0,3,70
2243,11,75,No,8,2,4,65
2244,30,75,No,7,0,2,67
2245,21,98,Yes,9,0,1,72
2246,15,78,Yes,9,1,3,69
2247,12,90,Yes,6,2,3,69
2248,19,90,No,7,4,4,71
2249,26,71,Yes,8,1,3,67
2250,19,83,No,8,3,3,65
2251,29,96,No,4,2,2,70
2252,11,79,No,8,1,2,63
2253,20,98,Yes,9,0,3,71
2254,12,69,Yes,7,1,3,64
2255,22,63,Yes,8,5,3,69
2256,25,96,No,9,0,3,69
2257,17,94,Yes,7,1,3,70
2258,4,100,No,8,2,4,64
2259,21,87,No,7,1,3,70
2260,23,97,No,7,0,4,74
2261,22,93,Yes,6,1,3,69
2262,27,94,Yes,7,3,2,73
2263,14,83,Yes,10,1,3,66
2264,24,75,Yes,6,1,3,67
2265,27,97,No,8,6,2,76
2266,9,77,No,7,2,3,61
2267,22,82,Yes,9,0,4,68
2268,17,78,Yes,9,1,3,63
2269,20,83,Yes,6,1,2,67
2270,22,79,Yes,6,3,3,66
2271,17,62,Yes,6,2,3,62
2272,16,95,Yes,6,0,3,69
2273,20,78,No,6,3,3,67
2274,13,84,No,8,2,2,66
2275,13,66,Yes,6,2,3,63
2276,24,60,No,6,1,2,64
2277,13,70,Yes,6,2,5,64
2278,24,88,No,8,1,3,67
2279,23,64,Yes,7,4,3,66
2280,10,96,Yes,7,1,1,68
2281,16,69,Yes,6,1,1,62
2282,27,68,Yes,5,1,4,68
2283,14,67,No,9,1,3,63
2284,17,61,No,7,1,2,62
2285,23,91,No,10,2,2,72
2286,25,95,No,8,4,3,69
2287,18,85,Yes,10,3,3,67
2288,16,68,Yes,8,1,3,65
2289,29,71,No,7,1,3,69
2290,30,79,Yes,6,1,2,72
2291,26,98,Yes,6,2,3,70
2292,21,70,No,9,1,4,91
2293,15,89,Yes,7,2,3,65
2294,15,78,Yes,8,0,3,62
2295,23,72,Yes,8,2,3,65
2296,23,78,Yes,8,1,1,67
2297,28,63,No,6,4,4,67
2298,24,92,No,9,2,2,72
2299,11,70,Yes,7,1,3,60
2300,26,89,No,7,0,3,69
2301,14,63,No,8,0,5,61
2302,18,98,Yes,7,1,4,70
2303,22,68,No,4,2,3,68
2304,32,95,Yes,9,2,4,75
2305,39,92,No,9,1,4,75
2306,24,99,No,4,2,3,72
2307,19,79,Yes,5,1,4,66
2308,23,89,No,10,5,4,71
2309,25,75,No,7,4,5,70
2310,18,67,Yes,7,2,3,63
2311,31,78,Yes,6,0,3,72
2312,21,67,Yes,5,1,5,65
2313,23,99,Yes,7,3,2,71
2314,24,64,Yes,8,0,3,65
2315,23,84,Yes,7,1,3,69
2316,25,85,Yes,8,3,3,71
2317,16,82,Yes,10,2,4,68
2318,17,86,No,6,2,4,66
2319,13,65,No,7,0,2,60
2320,23,82,No,9,0,3,68
2321,25,71,Yes,6,1,4,67
2322,23,98,No,7,3,4,71
2323,30,90,No,10,2,6,74
2324,20,99,No,6,2,4,70
2325,24,62,No,9,2,2,63
2326,13,71,No,7,0,3,64
2327,18,68,Yes,10,3,3,66
2328,24,60,Yes,5,0,3,64
2329,25,70,Yes,7,1,3,69
2330,18,87,Yes,5,2,4,71
2331,20,69,No,6,1,2,64
2332,11,80,Yes,6,1,3,65
2333,18,96,No,7,2,1,69
2334,25,88,No,5,1,1,68
2335,23,76,Yes,7,3,4,68
2336,23,75,Yes,8,0,4,68
2337,20,78,Yes,5,1,3,65
2338,20,67,No,6,1,4,65
2339,16,85,No,10,1,3,66
2340,24,75,No,7,0,1,66
2341,23,94,Yes,4,2,4,71
2342,23,90,Yes,5,0,1,68
2343,17,84,Yes,7,0,5,65
2344,7,75,Yes,7,0,4,63
2345,27,68,No,6,1,5,66
2346,17,91,Yes,10,7,4,71
2347,15,79,Yes,10,2,4,65
